id,Order,q_id,content,answers,content_en,answers_en
9a669263-f6f8-4c76-9059-1c6e642ab486,T25-00146,T25-00146,연애 고민을 털어놓을 때 가장 먼저 찾는 사람은 누구인가요?,"친구, 가족, 전문가 등",,
6e154e53-e359-4a57-b0ca-47d979c07f68,T25-00147,T25-00147,당신의 성격 중 주변에서 가장 많이 언급하는 특징은 무엇인가요?,"활발함, 차분함, 고집 등",,
d82b675c-0046-47ad-8597-7ef8b3cc22ed,T25-00148,T25-00148,당신에게 용기와 힘을 주는 한마디는 무엇인가요?,"잘하고 있어, 포기하지 마 등",,
82c32c63-38a9-47fd-92c9-b6bac77eca5b,T25-00149,T25-00149,힘든 하루를 보낸 후 당신을 가장 위로하는 것은 무엇인가요?,"눈빛, 유머, 배려, 공감 등등 A: 늦잠, 미루기, 눕기, 웹서핑 등등 A: 음악, 친구, 잠, 산책, 따뜻한 차 등등",,
98cc7124-e356-4f3f-91d4-429b02843d6e,T25-00150,T25-00150,"연애 고민이 생겼을 때, 가장 먼저 찾는 사람은 누구인가요?","친구, 언니/오빠, 부모님, 전문가 등",,
85c25f64-58da-4cdd-ae87-e6761d672c74,T25-00151,T25-00151,최근 가장 새롭게 배우고 싶은 것은 무엇인가요?,"코딩, 악기, 외국어, 요리 등",,
44318f88-7323-4776-b24f-55274308bc3d,T25-00152,T25-00152,당신을 가장 잘 나타내는 성격 키워드는 무엇인가요?,"긍정적, 계획적, 솔직함, 유쾌함 등",,
810ee8aa-dd0b-4a78-a271-3df8c63e63eb,T25-00153,T25-00153,연애 고민이 있을 때 가장 먼저 찾는 사람은 누구인가요?,"친구, 엄마, 나 자신 등등",,
a9d1dc8e-f756-4c47-b3be-c61325234b66,T25-00154,T25-00154,요즘 당신을 가장 행복하게 하는 것은 무엇인가요?,"음악, 맛있는 음식, 여행, 산책 등등",,
f505d5da-b5c3-4306-a003-b24258c42d9d,T25-00155,T25-00155,당신이 생각하는 이상적인 연애의 가장 중요한 요소는 무엇인가요?,"신뢰, 소통, 존중, 유머 등등",,
6895af84-e218-4d5f-865e-bfd22395dc0e,T25-00156,T25-00156,연애 관계에서 가장 중요하게 생각하는 한 가지는 무엇인가요?,"신뢰, 소통, 편안함 등",,
a9706b92-3a51-4a82-b19d-25f8ac65d31e,T25-00157,T25-00157,힘들 때 나만의 스트레스 해소법은 무엇인가요?,"운동, 음악, 잠자기 등",,
05b1b7a6-a525-4dfa-b18c-374212643517,T25-00158,T25-00158,나를 가장 잘 표현하는 단어는 무엇인가요?,"긍정적, 호기심, 차분함 등",,
9a391f85-fa35-4607-95d0-228c43592bbe,T25-00159,T25-00159,친한 사람과 '이것'만은 꼭 맞춰야 한다고 생각하는 것은 무엇인가요?,"식성, 여행지, 가치관 등등",,
32d759a7-49cc-48b2-92e8-7a8a86a91ead,T25-00160,T25-00160,요즘 나를 가장 잘 나타내는 한 단어는 무엇인가요?,"바쁨, 설렘, 성장 등등",,
819cc8d5-be4a-4e88-a9f0-b28c2b361360,T25-00161,T25-00161,인간관계에서 가장 중요하다고 생각하는 가치는 무엇인가요?,"신뢰, 소통, 존중 등등",,
0f365d97-ab4d-48ed-879b-4cde46440489,T25-00162,T25-00162,좋아하는 마음을 표현하는 당신만의 방법은?,"편지, 선물, 직접 말하기, 행동으로 등등",,
f1afe1e2-0510-4ab4-9dbe-d871a2bd8ca1,T25-00163,T25-00163,고민이 생겼을 때 가장 먼저 찾는 사람은 누구인가요?,"친구, 부모님, 나 자신, 전문가 등등",,
09c3f831-f5c1-4247-a7df-020bb8e24799,T25-00003,T25-00003,당신의 주말을 위해 딱 한 가지 소원을 빈다면?,"늦잠, 맛집, 데이트,여행",,
7030b64a-8f99-4ee4-beca-a15ba5dd010a,T25-00164,T25-00164,관계에서 가장 중요하다고 생각하는 가치는 무엇인가요?,"신뢰, 소통, 솔직함, 존중, 배려 등등",,
888c5058-265b-438b-b634-e161423ec406,T25-00165,T25-00165,누군가에게 마음을 표현해야 할 때 가장 필요한 것은 무엇이라고 생각하나요?,"용기, 진심, 타이밍 등",,
bc68eb25-6cf6-42ac-be2e-b66649fc2b8f,T25-00166,T25-00166,무언가 혼란스러울 때 자신을 위해 주로 무엇을 하나요?,"산책, 음악 듣기, 잠자기 등",,
3b78a968-922f-41cc-89bb-0da975b87fce,T25-00167,T25-00167,새로운 관계를 시작할 때 상대방에게서 가장 중요하게 보는 점은 무엇인가요?,"가치관, 유머, 배려심 등",,
56d89983-0598-4659-8315-13d3a67f21da,T25-00168,T25-00168,감정 표현이 어려울 때 가장 먼저 찾는 방법은 무엇인가요?,"일기쓰기, 혼자 생각, 친구에게 말하기, 운동 등",,
651b7707-5509-445d-9fa0-73a338ca4a4d,T25-00169,T25-00169,고민이 있을 때 가장 먼저 찾는 사람은 누구인가요?,"가족, 친구, 나 자신, 전문가 등",,
88d349b6-e56e-4adb-8434-5aace84891a7,T25-00170,T25-00170,인생에서 가장 용기가 필요했던 도전은 무엇이었나요?,"고백, 이직, 여행, 창업 등",,
518ae6ed-d34d-4488-9ccf-3a57379a9678,T25-00171,T25-00171,연애에서 가장 중요하다고 생각하는 가치는 무엇인가요?,"신뢰, 소통, 유머 등",,
3232a145-9354-4980-a22f-d313b0129d9d,T25-00172,T25-00172,답답할 때 주로 어떻게 스트레스를 푸나요?,"운동, 음악 듣기, 친구와 수다 등",,
55956086-8f66-4c51-bc68-99850f7ae31e,T25-00173,T25-00173,요즘 가장 용기가 필요한 순간은 언제인가요?,"고백, 발표, 새로운 시작 등",,
49b6baf5-bafd-43bd-b4ba-2740bd02fd6d,T25-00174,T25-00174,감정 표현이 어려울 때 가장 먼저 떠올리는 방법은 무엇인가요?,"일기 쓰기, 친구와 대화, 혼자 생각하기 등등",,
672ba69a-0292-47eb-bb53-1e39a0a046ec,T25-00175,T25-00175,자신을 돌아보는 시간을 가질 때 주로 하는 활동은 무엇인가요?,"산책, 음악 감상, 독서, 멍때리기 등등",,
96cfbd29-52a0-4f9e-bec8-b2ddbb90cf41,T25-00176,T25-00176,가장 '나답다'고 느끼는 순간은 언제인가요?,"혼자 있을 때, 친구들과 웃을 때, 새로운 것을 배울 때 등등",,
c897992f-355a-4dc8-886d-5389001c0b7e,T25-00177,T25-00177,스스로에게 힘을 주고 싶을 때 가장 먼저 하는 것은 무엇인가요?,"노래 듣기, 산책하기, 잠자기, 맛있는 것 먹기 등등",,
5dec1afa-76cb-4ab2-b6c6-fa08676421f0,T25-00178,T25-00178,첫 연애를 떠올릴 때 가장 먼저 생각나는 감정은 무엇인가요?,"설렘, 후회, 아련함, 불안함 등등",,
a6fa1567-94e3-4494-808f-900fcfa57ac0,T25-00179,T25-00179,힘들거나 고민이 있을 때 가장 먼저 찾는 사람은 누구인가요?,"친구, 가족, 연인, 나 자신 등등",,
63badbd7-31de-41f7-9400-b734e8f22e0b,T25-00180,T25-00180,"누군가를 좋아하게 될 때, 스스로에게 가장 먼저 묻는 질문은 무엇인가요?","내가 잘할 수 있을까?, 진심인가?, 후회 없을까? 등",,
a2df76cf-7ebe-4594-bc26-0532f7277ec6,T25-00182,T25-00182,"새로운 도전을 앞두고 있다면, 가장 먼저 하고 싶은 일은 무엇인가요?","계획하기, 정보 찾기, 마음 다지기 등",,
bb4be5f7-d089-4476-ad38-8477e35a3269,T25-00183,T25-00183,연애에서 가장 중요하다고 생각하는 것은 무엇인가요?,"신뢰, 대화, 유머, 배려 등등",,
74cc6f09-1f65-4061-b515-fe0365b21ba3,T25-00184,T25-00184,당신의 성격을 한 단어로 표현한다면?,"낙천적, 외향적, 신중한, 현실적 등등",,
bff28bcb-faf9-4f54-ab29-b2e3bf3b0e2b,T25-00185,T25-00185,부자가 된다면 가장 먼저 무엇을 하고 싶나요?,"세계여행, 집 장만, 기부, 은퇴 등등",,
16be4c19-6264-4553-93d6-83396f677287,T25-00186,T25-00186,연애 상대를 볼 때 가장 먼저 눈에 들어오는 것은 무엇인가요?,"유머, 외모, 목소리, 성격 등",,
913d5879-52df-40fc-9603-101743a77dbd,T25-00187,T25-00187,나를 한 단어로 표현한다면 무엇인가요?,"호기심, 열정, 신중함, 차분함 등",,
52d9bb11-4613-4c03-9dcb-b5838972c17e,T25-00188,T25-00188,일상 속 스트레스를 한 방에 날리는 나만의 방법은 무엇인가요?,"낮잠, 산책, 게임, 매운 음식 등",,
e7118092-f749-4c5a-9ae7-a6efbbdebcf9,T25-00189,T25-00189,사랑 고백을 할 때 가장 중요하다고 생각하는 것은 무엇인가요?,"진심, 타이밍, 용기, 분위기 등",,
d297740e-6596-47aa-aceb-1c73af9487b6,T25-00190,T25-00190,요즘 스스로에게 가장 많이 던지는 질문은 무엇인가요?,"잘 하고 있나, 다음은 뭘까, 행복할까 등",,
2549c162-60c1-4f37-acf8-128935b845b6,T25-00191,T25-00191,앞으로 꼭 한번 해보고 싶은 새로운 도전은 무엇인가요?,"번지점프, 창업, 혼자 여행하기 등",,
c9a52c12-5547-42e1-8666-ae9033f62dc4,T25-00192,T25-00192,마음에 드는 사람에게 끌리는 결정적인 한 가지는 무엇인가요?,"유머, 외모, 배려심, 편안함 등등",,
ba8c9dab-d5f2-43da-9cc9-bbff829a392f,T25-00193,T25-00193,요즘 나를 위해 몰입하는 활동은 무엇인가요?,"운동, 독서, 게임, 그림 그리기 등등",,
94abad61-58a9-4b65-88c9-011555282444,T25-00194,T25-00194,사람들과 관계 맺을 때 가장 중요하게 생각하는 것은 무엇인가요?,"신뢰, 존중, 솔직함, 배려 등등",,
c53351f3-704f-421f-a799-029b843d1882,T25-00195,T25-00195,일상 탈출을 위한 나만의 '비밀 아지트'는?,"괜찮아, 힘내, 잘했어 등등 A: 설렘, 긴장, 행복 등등 A: 카페, 공원, 내 방 등등",,
59f1c2e7-4726-4e60-ba19-1cdf56cc9a70,T25-00196,T25-00196,상대에게 호감이 생길 때 가장 먼저 하는 행동은 무엇인가요?,"말 걸기, 웃어주기, 연락처 묻기 등",,
3b785a07-ef0b-4bbc-9956-0a4226e6e74e,T25-00197,T25-00197,스스로를 돌아볼 때 가장 큰 영향을 주는 활동은 무엇인가요?,"일기, 산책, 독서 등",,
f6bea4b0-8443-4713-8de8-75e401f95adc,T25-00199,T25-00199,당신의 MBTI 마지막 글자는 무엇인가요?,"신뢰, 소통, 배려, 사랑 등등 A: 휴식, 잠, 맛있는 음식, 친구 등등 A: P, J, T, F 등등",,
34dc51e4-54f9-4ad6-af27-a704b73a2820,T25-00200,T25-00200,연애 관계에서 가장 중요하다고 생각하는 한 가지는 무엇인가요?,"솔직함, 배려, 대화 등등",,
eeb2b416-7448-4e5b-9585-92a57b1c4a1f,T25-00201,T25-00201,자신을 위해 가장 투자하고 싶은 것은 무엇인가요?,"시간, 경험, 자기계발 등등",,
a0c13c9e-d1f8-40e8-8ecc-10fd09629fbb,T25-00202,T25-00202,지치거나 힘들 때 당신만의 작은 위로거리는 무엇인가요?,"음악, 산책, 달콤한 것 등등",,
9b1c2dce-d27b-4262-afc1-a069abba3df8,T25-00203,T25-00203,당신의 '사랑 고백' 방식은 어떤 편에 가깝나요?,"직진, 간접, 조심스러운, 돌려말하기 등등",,
9578af06-b76b-4437-86a9-5558ab982a57,T25-00204,T25-00204,새로운 도전'을 망설이게 만드는 가장 큰 이유는 무엇인가요?,"두려움, 시간, 돈, 게으름 등등",,
23fa66f0-a97c-41b2-9869-32fcc03bc35a,T25-00205,T25-00205,누군가에게 호감을 느낄 때 가장 먼저 하는 행동은 무엇인가요?,"관찰하기, 말 걸기, 티 내기, 아무것도 안 하기 등등",,
10ea7e9b-c0c3-412e-aca9-1290b89032c6,T25-00206,T25-00206,"만약 지금 당장 부자가 된다면, 가장 먼저 하고 싶은 일은 무엇인가요?","여행, 은퇴, 집 사기 등",,
bfdaae33-4f33-46da-a387-ae3d2828fe4b,T25-00207,T25-00207,연애 고민이 생기면 주로 누구에게 털어놓나요?,"친구, 가족, 혼자 등",,
600e1356-6411-4c21-9a37-fde420340a85,T25-00208,T25-00208,요즘 가장 새롭게 배우고 싶은 것은 무엇인가요?,"악기, 외국어, 코딩, 요리 등",,
c84af4b2-9512-4966-8802-3d1819b08d63,T25-00210,T25-00210,스트레스를 받을 때 당신만의 해소법은 무엇인가요?,"소통, 배려, 신뢰 등등 A: 후회, 뿌듯함, 아쉬움 등등 A: 잠자기, 운동하기, 맛있는 음식 등등",,
4c00cbca-ec60-42e5-9f83-fa8ed3217a4a,T25-00211,T25-00211,연애에서 가장 중요하다고 생각하는 한 가지는 무엇인가요?,"신뢰, 유머, 대화 등등",,
a19135b7-954f-4c96-9ffd-79a22d222d1a,T25-00214,T25-00214,"연인과 갈등이 생겼을 때, 가장 먼저 하는 행동은 무엇인가요?","대화, 침묵, 회피, 사과 등",,
93f9c65a-7398-4d9e-9feb-a3c745d68f0f,T25-00215,T25-00215,요즘 스스로에게 가장 자주 묻는 질문은 무엇인가요?,"행복한가?, 잘하고 있는가?, 무엇을 원하는가? 등",,
b61847d8-1da7-4d6a-8bc2-6cf6a2fdd3f7,T25-00216,T25-00216,상대방에게 호감이 생기는 결정적인 순간은 언제인가요?,"눈 마주칠 때, 배려해 줄 때, 웃는 모습, 대화가 잘 통할 때 등",,
bbf44f20-736d-4839-adfa-5abacfd155c1,T25-00217,T25-00217,연애할 때 가장 중요하게 생각하는 가치는 무엇인가요?,"신뢰, 대화, 존중 등등",,
011e50ba-f5f4-4ae1-9441-4d0d1a174bd9,T25-00218,T25-00218,스트레스 해소를 위해 즐겨 하는 활동은 무엇인가요?,"산책, 음악 감상, 게임 등등",,
a7e5f4f5-0e6f-445e-ad08-875d830cd378,T25-00219,T25-00219,요즘 새롭게 도전해보고 싶은 것은 무엇인가요?,"외국어 공부, 악기 배우기, 요리 등등",,
29e07810-e358-45f1-8347-f0a4d783bc92,T25-00220,T25-00220,사랑을 고백할 때 어떤 방식을 선호하나요?,"직접 말하기, 문자, 편지 등등",,
8c3ecb71-b209-4e8d-8584-7eef4fd7022b,T25-00221,T25-00221,요즘 가장 새롭게 시도해보고 싶은 것은 무엇인가요?,"운동, 새로운 취미, 여행 등등",,
97e95269-c9bc-476d-82b3-4d76fa0d3659,T25-00222,T25-00222,친구와 가장 크게 다른 취향은 무엇인가요?,"음식, 음악, 영화 등등",,
885d4d4e-d964-43e8-8f89-72179282a171,T25-00223,T25-00223,지금 가장 하고 싶은 연애는 어떤 연애인가요?,"솔직한 연애, 편안한 연애 등등",,
c79fca9b-d0f2-41f7-94b6-f3e6ada29d96,T25-00224,T25-00224,스스로를 가장 잘 표현하는 한 단어는 무엇인가요?,"열정, 섬세함, 자유로움 등등",,
d3f17e9c-7612-4df7-be3f-4162385e8f20,T25-00225,T25-00225,올해 꼭 도전해보고 싶은 새로운 것은 무엇인가요?,"여행, 공부, 취미, 이직 등등",,
4be8b3d7-ca18-43f6-903a-2db6e3864513,T25-00226,T25-00226,"새로운 도전을 할 때, 가장 중요하게 생각하는 것은 무엇인가요?","말 건다, 지켜본다, 연락한다 등등 A: 성장, 행복, 휴식, 변화 등등 A: 용기, 준비, 열정, 끈기 등등",,
20ce1de7-b525-4ccc-ad78-85cd57c5e9d2,T25-00227,T25-00227,연애할 때 가장 중요하게 생각하는 것은 무엇인가요?,"성격, 대화, 유머, 외모, 공감 능력 등",,
f196730c-f17b-4b3e-8bda-504cbb5eef4b,T25-00228,T25-00228,요즘 나 자신에게 해주고 싶은 한마디는 무엇인가요?,"괜찮아, 힘내, 수고했어, 쉬어, 사랑해 등",,
e2fd8c08-0879-4a81-8012-ee5968472d8c,T25-00229,T25-00229,스트레스를 해소하는 나만의 방법은 무엇인가요?,"잠자기, 맛있는 음식, 운동, 게임, 혼술 등",,
31a570e2-e03d-41dd-ac19-88526966c7cc,T25-00231,T25-00231,스트레스 해소를 위해 가장 효과적이라고 느끼는 방법은 무엇인가요?,"맛있는 음식, 운동, 잠자기, 음악 감상 등",,
9c078c8b-8fdc-48d2-ae41-9e306f340be4,T25-00232,T25-00232,스스로를 가장 잘 나타낸다고 생각하는 성격 키워드는 무엇인가요?,"낙천적, 계획적, 감성적, 현실적 등",,
ea4b896e-5f48-4e57-9c75-9586fbd100c2,T25-00233,T25-00233,오늘 하루 나를 가장 행복하게 만든 것은 무엇인가요?,"솔직함, 배려, 신뢰 등등 A: 코딩, 외국어, 그림 등등 A: 맛있는 음식, 좋은 음악, 칭찬 등등",,
a9ea412c-8384-434d-b0e2-2f1dd0e9c790,T25-00234,T25-00234,마음이 힘들 때 가장 먼저 찾는 사람은 누구인가요?,"신뢰, 소통, 존중 등등 A: 용기, 타이밍, 인연 등등 A: 친구, 가족, 전문가 등등",,
88712583-5068-4390-80a1-9e4ac178c922,T25-00235,T25-00235,"누군가와 의견 차이가 있을 때, 가장 먼저 시도하는 방법은 무엇인가요?","솔직함, 배려, 신뢰, 유머 등등 A: 일기 쓰기, 산책하기, 생각하기, 음악 듣기 등등 A: 대화, 양보, 침묵, 회피, 설득 등등",,
3dc4476f-1035-4a06-8094-6cb5adb760b7,T25-00237,T25-00237,요즘 가장 새롭게 도전하고 싶은 것은 무엇인가요?,"연애, 여행, 외국어 공부 등등",,
6845cdaa-f8ac-437b-9d51-d3128c777e5e,T25-00238,T25-00238,자신을 가장 잘 표현하는 단어는 무엇인가요?,"열정, 신중함, 솔직함 등등",,
be4f1f4e-4e08-4107-baa8-5d2753ab3e67,T25-00244,T25-00244,스트레스를 해소하는 나만의 방법은 무엇인가요?,"운동, 음악, 잠, 수다 등",,
ead74545-9b79-4c8d-9d29-1533c6bfd234,T25-00249,T25-00249,연애 시작을 위해 가장 먼저 해보고 싶은 것은 무엇인가요?,"고백, 소개팅, 여행 등등",,
6f80f0b9-3289-4228-893e-75941cede0b5,T25-00250,T25-00250,"연애 고민이 생겼을 때, 가장 먼저 찾는 사람은 누구인가요?","친구, 가족, 전문가 등등",,
466d25e8-6a78-492f-a505-c1c05d7a8869,T25-00251,T25-00251,미래의 연애에서 가장 기대하는 한 가지는 무엇인가요?,"안정, 설렘, 성장 등등",,
164d62e6-7e2c-4ec1-80b4-179ccd915b08,T25-00252,T25-00252,연애 고민이 생길 때 가장 먼저 찾는 것은 무엇인가요?,"친구, 상담, 술 등",,
1489e043-9976-492c-a047-26c9b570d6a9,T25-00253,T25-00253,요즘 당신을 가장 힘들게 하는 감정은 무엇인가요?,"불안함, 무기력, 외로움 등",,
6b516072-0f4c-4fc2-8398-1161b3bd1886,T25-00255,T25-00255,고민이 있을 때 가장 먼저 떠오르는 사람은 누구인가요?,"낮잠, 영화, 산책, 음악 듣기 등등 A: 책, 옷, 손편지, 경험 등등 A: 친구, 가족, 연인, 나 자신 등등",,
69c91e7f-9770-4369-82f4-a93d7b0dba0f,T25-00256,T25-00256,요즘 당신의 이상적인 관계는 어떤 모습인가요?,"안정적인, 자유로운, 깊은 등등",,
155d8add-1bf8-44bf-ae3b-eb0b135e9f73,T25-00257,T25-00257,요즘 당신의 심리 상태를 한 단어로 표현한다면?,"피곤함, 설렘, 평온함, 불안함 등등",,
7f883150-87b8-4e69-bc2a-1b1aea9fe35f,T25-00258,T25-00258,"만약 상담을 받는다면, 어떤 주제로 이야기하고 싶으신가요?","연애, 진로, 심리, 가족 등등",,
c494383f-2488-4151-8560-fa8bcdba9de1,T25-00259,T25-00259,최근 나를 위한 선물로 무엇을 샀나요?,"편지, 노래, 깜짝 이벤트, 직진 등등 A: 강아지 재롱, 친구와의 수다, 맛있는 음식, 여행, 좋은 소식 등등 A: 책, 옷, 커피, 게임, 음식 등등",,
de76dfe5-93fc-42ce-9534-905ae71baa31,T25-00260,T25-00260,인생에서 가장 큰 영향을 받은 조언은 무엇인가요?,"불안, 설렘, 평온 등등 A: 신뢰, 솔직함, 편안함 등등 A: 부모님의 말씀, 책 구절, 친구의 한마디 등등",,
53aa6dd2-00bd-4de1-914f-fe619a139014,T25-00261,T25-00261,지금 당장 새롭게 도전해보고 싶은 분야는 무엇인가요?,"진심, 용기, 타이밍 등등 A: E, I, T, F 등등 A: 운동, 어학, 악기 등등",,
58b2b784-a6c2-4c52-a603-c50c6d1b6836,T25-00262,T25-00262,옷차림에서 가장 중요하게 생각하는 한 가지는 무엇인가요?,"유머감각, 눈빛, 옷차림 등등 A: 복잡함, 평온함, 지침 등등 A: 신뢰, 솔직함, 배려 등등",,
bc2ec163-adf1-4515-842b-f748c1e6f895,T25-00263,T25-00263,만약 직업을 바꿀 수 있다면 어떤 직업에 도전하고 싶나요?,"눈빛, 미소, 목소리, 분위기 등등 A: 설렘, 불안, 편안함, 지침, 행복 등등 A: 요리사, 여행가, 예술가, 과학자 등등",,
07d02fe1-1559-4943-9df4-e322c5687d27,T25-00264,T25-00264,누군가에게 호감이 생기면 바뀌는 내 행동은?,"설렘, 망설임 등",,
1eb830f9-324e-4c12-befe-c65d68f066f3,T25-00265,T25-00265,MBTI 궁합을 중요하게 생각하는 편인가요?,"네, 아니요 등",,
ca7d7555-207d-4827-83a0-0277d233c129,T25-00266,T25-00266,사랑을 고백할 때 가장 중요하다고 생각하는 것은 무엇인가요?,"진심, 타이밍 등",,
15355045-e4bd-4220-92d3-0cf3575f68d5,T25-00267,T25-00267,요즘 가장 설레는 일은 무엇인가요?,"짝사랑, 새 취미, 기대되는 약속 등등",,
ad0bec3c-2387-4b69-9c57-d9095230b320,T25-00268,T25-00268,현재 가장 몰두하고 있는 것은 무엇인가요?,"공부, 운동, 연애, 취미 등등",,
ce2bf99a-e245-4804-91b5-83ccfdca12d6,T25-00269,T25-00269,결혼 생활에서 '이것만은 절대 포기할 수 없다'고 생각하는 한 가지는 무엇인가요?,"미소, 목소리, 유머, 자신감 등등 A: 유머, 친화력, 성실함, 배려심 등등 A: 신뢰, 대화, 유머, 자유, 공감 등등",,
c70585ba-3cdc-4074-b64c-808975038a6f,T25-00270,T25-00270,좋아하는 사람의 기념일에 해주고 싶은 것은?,"직접 말하기, 문자, 편지, 선물 등",,
b9f567dd-6114-41f8-919c-43bc1256be78,T25-00198,T25-00198,세대 차이를 가장 실감하는 순간은 언제인가요?,"신조어, 유머, 기술 등",,
7721e1ae-a936-45a3-8a05-0ef59d48d775,T25-00271,T25-00271,"연인과의 갈등이 생겼을 때, 가장 먼저 하는 행동은 무엇인가요?","대화, 잠시 생각하기, 친구에게 상담 등",,
eb4eaa77-ab37-443e-8c99-c7de0a78bee3,T25-00272,T25-00272,가장 기대되는 당신의 미래 모습은 어떤가요?,"외모, 성격, 목소리 등등 A: 부모님, 다른 친구, 전문가 등등 A: 자유로운, 행복한, 성공한 등등",,
c5d55b4b-cf9e-444f-8a93-d338eb476350,T25-00273,T25-00273,연애에서 가장 중요하게 생각하는 가치는 무엇인가요?,"신뢰, 재미, 편안함 등",,
8e739579-08ef-4546-b2cd-c638df3b4df4,T25-00274,T25-00274,요즘 당신을 가장 힘들게 하는 감정은 무엇인가요?,"불안함, 무기력, 스트레스 등",,
46b2b1f7-fab9-4409-b768-139c95507c38,T25-00275,T25-00275,다음 휴가 때 가장 가고 싶은 여행지는 어디인가요?,"바다, 산, 해외, 집 등",,
3e2719f1-6455-4b77-bac6-81117f7eb94a,T25-00276,T25-00276,연애에서 가장 중요하다고 생각하는 감정은 무엇인가요?,"안정감, 설렘, 편안함 등등",,
87cf8929-b415-41b5-a7b5-3590fa0109f2,T25-00277,T25-00277,현재 가장 큰 고민거리는 무엇인가요?,"취업, 돈, 연애 등등",,
30b104ba-b515-4e94-98ad-eb722036ce6d,T25-00279,T25-00279,나의 에너지를 가장 잘 발산할 수 있는 '활동'은 무엇인가요?,"편안함, 설렘, 안정감 등등 A: 음악 듣기, 산책, 수다 떨기 등등 A: 운동, 대화, 창작 등등",,
2bb25f8d-a111-411c-8ee7-dcc852f70f77,T25-00280,T25-00280,요즘 가장 새롭게 배우고 싶은 것은 무엇인가요?,"신뢰, 유머, 배려 등등 A: 일, 관계, 미래 등등 A: 외국어, 악기, 코딩 등등",,
62e56d8c-a6c7-4c6c-980a-2a38066c652e,T25-00281,T25-00281,연애 중 가장 참기 힘든 상대방 행동은 무엇인가요?,"거짓말, 무시, 의심 등",,
6c24f484-7abe-40f7-8804-77aff6f2f7bc,T25-00282,T25-00282,요즘 당신을 가장 힘들게 하는 심리적 문제는 무엇인가요?,"불안감, 무기력, 스트레스 등",,
a036c223-3b6a-46c3-9124-ed2783cf44f0,T25-00283,T25-00283,부자가 되기 위해 가장 먼저 바꾸고 싶은 습관은 무엇인가요?,"과소비, 미루기, 게으름 등",,
0bc5b4bf-3c43-47d1-bd71-1ce1e088fd2a,T25-00284,T25-00284,연인에게서 가장 중요하다고 생각하는 한 가지는 무엇인가요?,"신뢰, 유머, 소통 등등",,
125ddf3f-8001-4ac0-b527-444574a9da46,T25-00285,T25-00285,요즘 당신의 심리 상태를 한 단어로 표현한다면?,"평온함, 혼란, 기대 등등",,
b45b1e20-8658-44d3-9087-210338239c0a,T25-00286,T25-00286,당신이 가장 즐겨 하는 운동은 무엇인가요?,"헬스, 산책, 요가 등등",,
1fb04f95-afc1-4af6-b10c-d218fe6fe077,T25-00287,T25-00287,친구관계에서 가장 중요하게 생각하는 가치는 무엇인가요?,"솔직함, 연락, 표현, 배려 등등 A: 평온, 복잡, 기대, 불안 등등 A: 신뢰, 소통, 존중, 유머 등등",,
0cb3823e-aad3-43ff-a5f2-cd07130ecaf2,T25-00289,T25-00289,당신에게 설렘을 주는 것은 무엇인가요?,"새로운 만남, 맛있는 음식, 여행 등등",,
e52d1132-939d-4f1a-b9f7-1144c16f8389,T25-00290,T25-00290,가장 선호하는 운동 스타일은 무엇인가요?,"유산소, 근력운동, 요가, 산책 등등",,
ec6ec61b-827c-4dbb-8427-52b139548250,T25-00291,T25-00291,하루 중 가장 행복한 시간은 언제인가요?,"퇴근 후, 아침 커피, 밤 등등",,
87be6cd0-6ab1-451d-b745-9849b1f79f13,T25-00292,T25-00292,"연애 고민이 생겼을 때, 주로 누구에게 도움을 청하나요?","친구, 가족, 전문가, 혼자 등등",,
212632da-0f35-49f8-a00c-b376480e57c5,T25-00293,T25-00293,"새로운 인연을 만났을 때, 첫 시도로 어떤 방법을 선호하시나요?","먼저 연락, 대화 시도, 자연스러운 만남 등등",,
3c7c6af0-3530-4d21-9c33-57f29a796547,T25-00294,T25-00294,상대방에게 지금 해주고 싶은 한 가지 칭찬이 있다면?,"신뢰, 소통, 존중, 배려 등등",,
9fce939a-764a-4827-8886-92ab7ef881e4,T25-00288,T25-00288,결혼 후 바뀐 내 모습을 한가지 꼽자면?,"신뢰, 소통, 존중, 돈 등등 A: 혼자 시간, 친구와 대화, 운동, 음악 등등 A: 행복, 안정, 가족, 신뢰 등등",,
8a5dbb4a-d7f6-46da-b838-7669b05fef5b,T25-00076,T25-00076,"갑자기 외계인이 나타나 당신에게 질문한다면, 그 질문은?","왜 그렇게 멋있나요?, 식사하셨어요?",,
ad5bcaa6-8032-4304-b857-009371b71271,T25-00295,T25-00295,마음에 드는 사람에게 먼저 하는 행동은 무엇인가요?,"연락하기, 말 걸기, 미소 짓기 등등",,
45937490-c37c-4327-8648-1b655ca322c7,T25-00296,T25-00296,고민이 있을 때 가장 먼저 찾는 사람은 누구인가요?,"친구, 가족, 연인, 나 자신 등등",,
6331c861-683e-440e-8bab-17ece3525ca3,T25-00297,T25-00297,연예에서 가장 중요하다고 생각하는 가치는 무엇인가요?,"신뢰, 대화, 사랑, 존중 등등",,
a74fc686-1ab6-4985-83e7-b3ca64c7a3dc,T25-00298,T25-00298,연애 상대를 볼 때 가장 중요하게 생각하는 것은 무엇인가요?,"설렘, 복잡, 평온 등등 A: 운동, 취미, 공부 등등 A: 성격, 유머, 배려 등등",,
