CodeName,Order,q_id,content,answers,content_en,answers_en
*-*-*-*-*,*-*-*-00135,T26-00135,스트레스 받을 때 나의 위로템은?,"소울푸드, 내 침대, 통장",What's your go-to comfort item when you're stressed?,"Comfort food, My bed, Bank account"
*-*-*-*-*,*-*-*-00136,T26-00136,셀프 칭찬해주고 싶을 때는?,"참았을 때, 해냈을 때, 일찍 일어날 때",When do you feel like you deserve to give yourself props?,"Resisting temptation, achieving something, waking up early"
*-*-*-*-*,*-*-*-00137,T26-00137,썸 탈 때 제일 심쿵하는 순간은?,"손 스칠 때, 훅 들어올 때, 꿀 떨어질 때",What's the most heart-fluttering moment when you're crushing on someone?,"Fingers brushing, sudden move, sweet vibes"
*-*-*-*-*,*-*-*-00138,T26-00138,힘든 날 나를 어떻게 달래는 편?,"혼술, 폭식, 펑펑 울기, 꿀잠",How do you typically comfort yourself on a tough day?,"Solo drink, binge eating, good cry, good sleep"
*-*-*-*-*,*-*-*-00139,T26-00139,내 성격 키워드는?,"급함, 느긋함, 예민함, 쿨함",Keywords for my personality?,"Impatient, laid-back, sensitive, cool"
*-*-*-*-*,*-*-*-00140,T26-00140,이상형 외모에서 제일 먼저 보는 건?,"눈, 키, 어깨, 미소, 스타일","When it comes to ideal type's appearance, what do you look at first?","Eyes, height, shoulders, smile, style"
*-*-*-*-*,*-*-*-00141,T26-00141,스트레스 받으면 주로 뭐하는 편?,"폭식, 잠수, 충동구매, 청소",What do you usually do when you're stressed?,"Binge eat, disappear, impulse buy, clean"
*-*-*-*-*,*-*-*-00142,T26-00142,나에게 친구 사이 의리란?,"비밀 지키기, 돈 빌려주기, 편 들어주기",What does loyalty mean to you in a friendship?,"Keeping secrets, lending money, taking their side"
*-*-*-*-*,*-*-*-00143,T26-00143,연애 상담 주로 누구한테 하는 편?,"전문가, 경험 많은 친구, 술",Who do you usually talk to for relationship advice?,"Professional, experienced friend, alcohol"
*-*-*-*-*,*-*-*-00144,T26-00144,남들이 보는 내 성격은 어떤 편?,"착하다, 4차원이다, 쎄다, 웃기다",What kind of personality do people say I have?,"Kind, quirky, strong, funny"
*-*-*-*-*,*-*-*-00145,T26-00145,새 인연 만나려면 뭘 해볼까?,"모임 나가기, 소개팅, 어플, 번따",What should I do to meet new people?,"Join a group, blind date, dating app, pick-up"
*-*-*-*-*,*-*-*-00146,T26-00146,연애 고민 해결사는?,"친구, 타로카드, 인터넷",Who solves your relationship problems?,"Friend, tarot cards, internet"
*-*-*-*-*,*-*-*-00147,T26-00147,주변 사람들이 보는 나의 특징은?,"잘 웃음, 말 많음, 조용함, 잘 먹음",What's a trait people notice about me?,"Laughs a lot, talkative, quiet, eats well"
*-*-*-*-*,*-*-*-00148,T26-00148,나에게 힘이 되는 한마디는?,"할 수 있어, 대박 나자, 사랑해",What's an encouraging thing to hear for me?,"You can do it, let's hit it big, I love you"
*-*-*-*-*,*-*-*-00149,T26-00149,"지친 퇴근길, 최고의 위로는?","가족의 문자, 맛있는 냄새, 빈 좌석",What's the best comfort on a tiring commute?,"Text from family, delicious smell, empty seat"
*-*-*-*-*,*-*-*-00150,T26-00150,"연애 문제, 주로 누구랑 의논하는 편이야~?","절친, 형제, 커뮤니티, 나 혼자",Who do I usually discuss relationship problems with?,"Best friend, sibling, online community, myself"
*-*-*-*-*,*-*-*-00151,T26-00151,새로 배우고 싶은 것은?,"코딩, 영상편집, 외국어, 악기",What's something you're dying to learn?,"Coding, video editing, a language, an instrument"
*-*-*-*-*,*-*-*-00152,T26-00152,나를 대표하는 성격 키워드는?,"긍정왕, 계획형, 팩폭러, 4차원",Personality keywords that define me are?,"Mr. Positive, planner, brutally honest, quirky"
*-*-*-*-*,*-*-*-00153,T26-00153,"연애 고민 있을 때, 가장 먼저 찾는 사람은?","친구, 형제, 커뮤니티, 나 혼자",Who's the first person I hit up with relationship woes?,"Friends, siblings, online forums, myself"
*-*-*-*-*,*-*-*-00154,T26-00154,요즘 나를 행복하게 하는 것은?,"월급, 맛집, 썸, 덕질",What's been making me happy lately?,"Paycheck, good food, flirting, fandom life"
*-*-*-*-*,*-*-*-00155,T26-00155,이상적인 연애의 필수 조건은?,"신뢰, 코드 맞음, 외모, 티키타카",Ideal relationship deal-breakers are?,"Trust, compatibility, looks, banter"
*-*-*-*-*,*-*-*-00156,T26-00156,연애에서 가장 중요한 하나는?,"신뢰, 스킨십, 유머, 대화",Most important thing in a relationship is?,"Trust, physical touch, humor, communication"
*-*-*-*-*,*-*-*-00157,T26-00157,힘들 때 나만의 해소법은?,"잠자기, 혼술, 달리기, 멍때리기",My go-to stress reliever is?,"Sleep, drinking solo, running, spacing out"
*-*-*-*-*,*-*-*-00158,T26-00158,나를 한 단어로 표현한다면?,"열정, 성실, 자유, 또라이",If I were to describe myself in one word?,"Passionate, diligent, free, eccentric"
*-*-*-*-*,*-*-*-00159,T26-00159,친한 사이라도 이것만은 맞춰줬으면 하는 것은?,"약속 시간, 돈 문제, 예의, 식성","What boundaries do I need, even with close friends?","Punctuality, money stuff, manners, food preferences"
*-*-*-*-*,*-*-*-00160,T26-00160,"요즘 내 상태, 한 단어로 표현하면?","피곤, 설렘, 거지, 행복",My current mood in a word?,"Tired, excited, broke, happy"
*-*-*-*-*,*-*-*-00161,T26-00161,인간관계 1순위 가치는?,"믿음, 재미, 이익, 편안함",Top priority in any relationship?,"Trust, fun, benefits, comfort"
*-*-*-*-*,*-*-*-00162,T26-00162,"좋아하는 마음, 어떻게 표현하는 편?","선물, 직진 고백, 챙겨주기, 쳐다보기",How do I tend to show I like someone?,"Gifts, direct confession, taking care, staring"
*-*-*-*-*,*-*-*-00163,T26-00163,고민 생기면 주로 누구 찾아가는 편?,"절친, 가족, 선생님, 인터넷",Who do I usually turn to when I'm worried?,"Best friend, family, teacher, internet"
*-*-*-*-*,*-*-*-00164,T26-00164,관계 유지의 핵심은?,"적당한 거리, 연락, 솔직함, 배려",What's key to maintaining relationships?,"Space, communication, honesty, consideration"
*-*-*-*-*,*-*-*-00165,T26-00165,고백할 때 뭐가 제일 필요할까?,"용기, 타이밍, 꽃, 돈",What's most important when confessing your feelings?,"Courage, timing, flowers, money"
*-*-*-*-*,*-*-*-00166,T26-00166,혼란스러울 때 나를 위한 처방은?,"생각 비우기, 조언 구하기, 잠",What's my go-to when I'm feeling lost?,"Clear my head, Ask for advice, Sleep"
*-*-*-*-*,*-*-*-00167,T26-00167,새 관계 시작할 때 제일 먼저 보는 것은?,"느낌, 가치관, 예의, 외모",What's the first thing I look for when starting a new relationship?,"Vibe, Values, Respect, Looks"
*-*-*-*-*,*-*-*-00168,T26-00168,감정 표현이 어려울 때 나만의 팁은?,"편지 쓰기, 이모티콘, 술기운",What are your go-to tips for when you're struggling to express your feelings?,"Write a letter, Emojis, Liquid courage"
*-*-*-*-*,*-*-*-00169,T26-00169,고민 상담 1순위는 누구?,"친구, 가족, 애인, 멘토",Who's the first person you go to for advice?,"Friend, Family, Partner, Mentor"
*-*-*-*-*,*-*-*-00170,T26-00170,인생 최고의 용기는?,"고백, 퇴사, 번지점프, 혼행",What's the bravest thing you've ever done?,"Confession, Quitting a job, Bungee jumping, Solo trip"
*-*-*-*-*,*-*-*-00171,T26-00171,연애에서 가장 중요하다고 생각하는 가치는?,"믿음, 설렘, 편안함, 유머",What's the most important value in a relationship?,"Trust, Excitement, Comfort, Humor"
*-*-*-*-*,*-*-*-00172,T26-00172,"답답할 때, 나만의 스트레스 해소법은?","드라이브, 수다, 노래방, 매운 거","When you're frustrated, what's your go-to way to blow off steam?","Drive, Chat, Karaoke, Spicy food"
*-*-*-*-*,*-*-*-00173,T26-00173,가장 최근 용기 냈던 순간은?,"발표, 고백, 낯선 모임, 환불 요청",What's the most recent time you were brave?,"Presentation, Confession, New group, Refund request"
*-*-*-*-*,*-*-*-00174,T26-00174,말하기 힘들 때 주로 쓰는 방법은?,"문자, 편지, 침묵, 눈빛",What's your preferred method when it's hard to say something?,"Text, Letter, Silence, Eye contact"
*-*-*-*-*,*-*-*-00175,T26-00175,나를 돌아볼 때 주로 하는 것은?,"일기, 산책, 옛날 사진, 멍때리기",What's the main thing you do when reflecting on yourself?,"Journal, Walk, Old photos, Zone out"
*-*-*-*-*,*-*-*-00176,T26-00176,가장 나답다고 느끼는 순간은?,"혼자 있을 때, 웃길 때, 일할 때",When is it that you feel most like yourself?,"When alone, When being funny, When working"
*-*-*-*-*,*-*-*-00177,T26-00177,힘낼 때 나에게 주는 선물은?,"맛있는 밥, 휴식, 쇼핑, 칭찬",What's your go-to treat when you need a boost?,"Good meal, Rest, Shopping, Compliment"
*-*-*-*-*,*-*-*-00178,T26-00178,첫 연애 생각하면 제일 먼저 드는 감정은?,"아련함, 쪽팔림, 그리움, 화남",What's the first emotion that comes to mind when you think of your first love?,"Bittersweet, Embarrassment, Nostalgia, Anger"
*-*-*-*-*,*-*-*-00179,T26-00179,힘들 때 꼭 찾게 되는 사람은?,"친구, 가족, 애인, 없음",Who is the person you always turn to when you're having a hard time?,"Friend, Family, Partner, No one"
*-*-*-*-*,*-*-*-00180,T26-00180,누군가를 좋아하게 될 때 스스로에게 묻는 질문은?,"진심이야?, 될까?, 후회 안 해?",What questions do you ask yourself when you're starting to like someone?,"Is this real?, Is it possible?, Will I regret it?"
*-*-*-*-*,*-*-*-00181,T26-00181,마음이 힘들 때 나만의 1순위 처방은?,"수면, 여행, 친구, 술",What's your go-to cure when you're feeling down?,"Sleep, travel, friends, drinks"
*-*-*-*-*,*-*-*-00182,T26-00182,새로운 도전을 앞두고 꼭 하는 일은?,"자료 조사, 마음의 준비, 기도",What's something you always do before tackling a new challenge?,"Research, mental prep, pray"
*-*-*-*-*,*-*-*-00183,T26-00183,연애할 때 제일 중요하다고 생각하는 것은?,"성격 차이, 대화, 스킨십, 외모",What do you think is the most important thing in a relationship?,"Personality fit, communication, physical touch, looks"
*-*-*-*-*,*-*-*-00184,T26-00184,나를 한 단어로 요약한다면?,"급함, 꼼꼼함, 털털함, 단순함",What's one word to describe me?,"Impulsive, meticulous, easygoing, simple"
*-*-*-*-*,*-*-*-00185,T26-00185,부자 되면 제일 먼저 할 일은?,"퇴사, 집 사기, 여행, 차 사기","If I got rich, what's the first thing I'd do?","Quit job, buy house, travel, buy car"
*-*-*-*-*,*-*-*-00186,T26-00186,이성 볼 때 가장 먼저 보는 곳은?,"눈, 스타일, 키, 손",What do you notice first in a potential partner?,"Eyes, style, height, hands"
*-*-*-*-*,*-*-*-00187,T26-00187,나는 어떤 사람인 것 같아?,"열정맨, 평화주의자, 분석가",What kind of person do you think I am?,"Passionate, peacemaker, analyst"
*-*-*-*-*,*-*-*-00188,T26-00188,나만의 스트레스 해소법은?,"소리 지르기, 매운 거, 잠수",What's your go-to stress relief method?,"Screaming, spicy food, disappear"
*-*-*-*-*,*-*-*-00189,T26-00189,고백할 때 꼭 필요한 한 가지는?,"반지, 진심, 분위기, 술",One thing you absolutely need for a confession of love?,"Ring, sincerity, atmosphere, alcohol"
*-*-*-*-*,*-*-*-00190,T26-00190,요즘 나에게 계속 던지는 질문은?,"잘하고 있어?, 행복해?, 돈은?",What question do I keep asking myself lately?,"Am I doing okay?, Am I happy?, The money?"
*-*-*-*-*,*-*-*-00191,T26-00191,내가 꼭 해보고 싶은 도전은?,"스카이다이빙, 세계일주, 유튜브",What challenge do I really want to try?,"Skydiving, world trip, YouTube"
*-*-*-*-*,*-*-*-00192,T26-00192,이성에게 끌리는 나의 포인트는?,"반전 매력, 목소리, 향기, 매너",What's an attractive quality about me?,"Unexpected charm, voice, scent, manners"
*-*-*-*-*,*-*-*-00193,T26-00193,요즘 내가 푹 빠져 있는 취미는?,"운동, 넷플릭스, 게임, 요리",What hobby am I super into these days?,"Working out, Netflix, gaming, cooking"
*-*-*-*-*,*-*-*-00194,T26-00194,인맥 관리의 핵심은?,"적당한 거리, 연락, 경조사",Key to managing relationships?,"Appropriate distance, keeping in touch, life events"
*-*-*-*-*,*-*-*-00195,T26-00195,나만 알고 있는 비밀 아지트는?,"단골 카페, 내 방, 옥상, 차 안",What's my secret hideout?,"Favorite cafe, my room, rooftop, in my car"
*-*-*-*-*,*-*-*-00196,T26-00196,호감 생기면 내가 먼저 하는 행동은?,"말 걸기, 주변 서성기기, 연락",What's the first thing I do when I have a crush on someone?,"Talk to them, Hang around, Contact"
*-*-*-*-*,*-*-*-00197,T26-00197,나는 자기 성찰할 때 주로 뭘 하는 편?,"일기, 명상, 혼술, 독서",What do I usually do when I self-reflect?,"Journaling, Meditation, Drinking alone, Reading"
*-*-*-*-*,*-*-*-00198,T26-00198,내가 세대 차이를 느끼는 순간은?,"줄임말 모를 때, 옛날 노래",When do I feel a generation gap?,"Not knowing slang, Old songs"
*-*-*-*-*,*-*-*-00199,T26-00199,내 MBTI 마지막 글자는?,"J(계획), P(즉흥)",What's the last letter of my MBTI?,"J (Planned), P (Spontaneous)"
*-*-*-*-*,*-*-*-00200,T26-00200,연애할 때 절대 못 참는 것은?,"거짓말, 바람, 잠수, 무시",What's absolutely unbearable in a relationship?,"Lies, Cheating, Ghosting, Ignoring"
*-*-*-*-*,*-*-*-00201,T26-00201,나를 위한 최고의 투자는?,"운동, 공부, 여행, 피부관리",What's the best investment you've made in yourself?,"Exercise, Studying, Travel, Skincare"
*-*-*-*-*,*-*-*-00202,T26-00202,지칠 때 나를 살리는 것은?,"치킨, 월급 입금, 칭찬, 휴가",What saves you when you're exhausted?,"Chicken, Getting paid, Compliments, Vacation"
*-*-*-*-*,*-*-*-00203,T26-00203,나의 고백 스타일은?,"돌직구, 은근슬쩍, 편지, 취중진담",What's your confession style?,"Direct, Subtle, Letter, Drunk confession"
*-*-*-*-*,*-*-*-00204,T26-00204,새 도전을 막는 장애물은?,"귀차니즘, 돈, 실패 두려움",What's the biggest obstacle to new challenges?,"Laziness, Money, Fear of failure"
*-*-*-*-*,*-*-*-00205,T26-00205,호감 가면 제일 먼저 뭐 하는?,"연락처 묻기, 밥 먹자고 하기",What's the first thing you do when you have a crush?,"Ask for number, Ask to eat"
*-*-*-*-*,*-*-*-00206,T26-00206,당장 100억 생기면 뭐 할 거는?,"건물주, 세계여행, 기부, 잠수","If you suddenly had $10 million, what would you do?","Landlord, World travel, Donate, Disappear"
*-*-*-*-*,*-*-*-00207,T26-00207,연애 문제는 주로 누구랑 상의하는?,"절친, 형제, 커뮤니티, 나 자신",Who do you usually talk to about relationship problems?,"Best friend, Sibling, Online community, Myself"
*-*-*-*-*,*-*-*-00208,T26-00208,배우고 싶은 새로운 기술은?,"영상 편집, 포토샵, 외국어",What new skill do you want to learn?,"Video editing, Photoshop, Foreign language"
*-*-*-*-*,*-*-*-00209,T26-00209,내 삶의 핵심 가치는?,"행복, 성공, 가족, 자유",What's a core value in your life?,"Happiness, Success, Family, Freedom"
*-*-*-*-*,*-*-*-00210,T26-00210,스트레스 해소 끝판왕은?,"매운 떡볶이, 노래방, 꿀잠",What's your ultimate stress reliever?,"Spicy tteokbokki, Karaoke, Good sleep"
*-*-*-*-*,*-*-*-00211,T26-00211,연애의 제1 원칙은?,"거짓말 금지, 사생활 존중",Relationship rule number one?,"No lies, respect privacy"
*-*-*-*-*,*-*-*-00212,T26-00212,나만의 힐링 루틴은?,"반신욕, 차 마시기, 산책",What's your go-to self-care routine?,"Half-bath, tea, walk"
*-*-*-*-*,*-*-*-00213,T26-00213,대화할 때 제일 중요한 건 뭐는?,"리액션, 눈 맞춤, 공감, 솔직함",What's most important in a conversation?,"Reaction, eye contact, empathy, honesty"
*-*-*-*-*,*-*-*-00214,T26-00214,싸우면 주로 어떻게 푸는?,"바로 대화, 시간 갖기, 선물",How do you usually resolve conflicts?,"Talk it out ASAP, take a break, gift"
*-*-*-*-*,*-*-*-00215,T26-00215,요즘 자주 하는 생각은?,"오늘 뭐 먹지, 로또 당첨, 퇴사",What's been on your mind lately?,"What to eat, winning the lottery, quitting my job"
*-*-*-*-*,*-*-*-00216,T26-00216,호감을 느끼게 되는 결정적 순간은?,"웃어줄 때, 챙겨줄 때, 일 잘할 때",What's the defining moment you feel attracted to someone?,"Smiling, being caring, competence"
*-*-*-*-*,*-*-*-00217,T26-00217,연애 상대에게 가장 중요한 조건은?,"성격, 능력, 외모, 집안",What is the most important thing you look for in a partner?,"Personality, ability, looks, family background"
*-*-*-*-*,*-*-*-00218,T26-00218,스트레스 해소에 최고는?,"치맥, 친구와 수다, 쇼핑",What's the best way to relieve stress?,"Chicken & beer, chatting with friends, shopping"
*-*-*-*-*,*-*-*-00219,T26-00219,새롭게 도전해보고 싶은 분야는?,"스포츠, 예술, 요리, 사업",What new field are you interested in exploring?,"Sports, art, cooking, business"
*-*-*-*-*,*-*-*-00220,T26-00220,어떤 고백 방법을 선호하는 편이야?,"직접 말하기, 편지, 선물과 함께",What kind of confession do you prefer?,"In person, letter, with a gift"
*-*-*-*-*,*-*-*-00221,T26-00221,새로 해보고 싶은 취미는?,"클라이밍, 도예, 댄스, 캠핑",What new hobby would you like to try?,"Climbing, pottery, dancing, camping"
*-*-*-*-*,*-*-*-00222,T26-00222,친구와 제일 안 맞는 점은?,"입맛, 여행 스타일, 개그 코드",What's the biggest thing you disagree on with your friends?,"Taste in food, travel style, sense of humor"
*-*-*-*-*,*-*-*-00223,T26-00223,지금 꿈꾸는 연애는?,"설레는 연애, 친구 같은 연애",What kind of relationship are you dreaming of?,"Exciting romance, friendship-based relationship"
*-*-*-*-*,*-*-*-00224,T26-00224,나를 가장 잘 표현하는 형용사는?,"밝은, 차분한, 엉뚱한, 시크한",What adjective best describes you?,"Bright, calm, quirky, chic"
*-*-*-*-*,*-*-*-00225,T26-00225,올해 꼭 이루고 싶은 목표는?,"다이어트, 자격증, 저축, 연애",What's one goal you want to achieve this year?,"Diet, certification, saving money, relationship"
*-*-*-*-*,*-*-*-00226,T26-00226,도전할 때 가장 필요한 것은?,"용기, 돈, 계획, 끈기",What's the most important thing you need when facing a challenge?,"Courage, money, a plan, persistence"
*-*-*-*-*,*-*-*-00227,T26-00227,연애 상대를 볼 때 가장 중요하게 생각하는 것은?,"얼굴, 몸매, 성격, 능력",What is the number one thing you look for in a romantic partner?,"Looks, body, personality, ability"
*-*-*-*-*,*-*-*-00228,T26-00228,지금 나에게 해주고 싶은 말은?,"잘하고 있어, 넌 최고야, 쉬어가",What's one thing you'd like to tell yourself right now?,"You're doing great, you're the best, take a break"
*-*-*-*-*,*-*-*-00229,T26-00229,나만의 최고의 스트레스 해소제는?,"반려동물, 맛집, 게임, 드라이브",What's your go-to stress reliever?,"Pets, good food, games, driving"
*-*-*-*-*,*-*-*-00230,T26-00230,갈등 생기면 해결법은?,"대화로 풀기, 술 한잔, 시간 갖기",How do you usually resolve conflicts?,"Talk it out, grab a drink, take some time"
*-*-*-*-*,*-*-*-00231,T26-00231,최고의 스트레스 해소 효과는?,"땀 흘리기, 먹기, 자기, 울기",What provides the best stress relief?,"Exercise, eating, sleeping, crying"
*-*-*-*-*,*-*-*-00232,T26-00232,나의 성격 스타일은?,"리더형, 참모형, 팔로워형",What's your personality style?,"Leader, advisor, follower"
*-*-*-*-*,*-*-*-00233,T26-00233,"오늘 하루, 행복했던 순간은?","맛있는 점심, 칼퇴, 칭찬",What was your happy moment today?,"Good lunch, leaving on time, compliments"
*-*-*-*-*,*-*-*-00234,T26-00234,힘들 때 제일 먼저 생각나는 사람은?,"가족, 친구, 연인, 혼자 해결",Who's the first person you think of when you're having a hard time?,"Family, friends, partner, solve it alone"
*-*-*-*-*,*-*-*-00235,T26-00235,"서로 의견이 다를 때, 주로 어떻게 해결하는 편이야?","설득하기, 포기하기, 타협하기",How do you usually resolve differences in opinion?,"Try to persuade, give up, compromise"
*-*-*-*-*,*-*-*-00236,T26-00236,연애에서 이것만큼은 꼭 필요하다 싶은 건?,"사랑, 믿음, 돈, 속궁합",What's something you absolutely need in a relationship?,"Love, trust, money, sexual chemistry"
*-*-*-*-*,*-*-*-00237,T26-00237,최근에 제일 관심이 가는 분야는?,"주식, 부동산, 패션, 건강",What field has caught your interest lately?,"Stocks, real estate, fashion, health"
*-*-*-*-*,*-*-*-00238,T26-00238,나를 가장 잘 설명하는 단어는?,"자유, 책임감, 유쾌, 진지",What's the word that best describes you?,"Freedom, responsibility, cheerful, serious"
*-*-*-*-*,*-*-*-00239,T26-00239,호감 가는 사람에게 제일 먼저 하는 행동은?,"눈 마주치기, 말 걸기, 미소",What's the first thing you do when you like someone?,"Make eye contact, start talking, smile"
*-*-*-*-*,*-*-*-00240,T26-00240,"싸운 후에, 주로 먼저 사과하는 편이야?","내가 먼저, 절대 안 함, 상황 봐서",Do you usually apologize first after a fight?,"Me first, never, depends on the situation"
*-*-*-*-*,*-*-*-00241,T26-00241,만약 성격이 잘 안 맞으면 어떻게 하는 편이야?,"맞춰감, 포기함, 피함",What do you usually do if you're not compatible with someone?,"Make it work, give up, avoid"
*-*-*-*-*,*-*-*-00242,T26-00242,연애에서 이것 하나만은 꼭 필요하다면?,"데이트, 연락, 스킨십, 선물","If you had to pick one essential for a relationship, what would it be?","Dates, communication, physical touch, gifts"
*-*-*-*-*,*-*-*-00243,T26-00243,나의 대표 이미지는?,"모범생, 날라리, 4차원, 훈남/훈녀",What's my public image?,"Straight-A student, rebel, quirky, good-looking"
*-*-*-*-*,*-*-*-00244,T26-00244,스트레스 해방구는?,"노래방, PC방, 헬스장, 집",Where do you blow off steam?,"Karaoke, PC bang, gym, home"
*-*-*-*-*,*-*-*-00245,T26-00245,연애 문제 상담사는?,"절친, 아는 언니/형, 타로",Who's your go-to for relationship advice?,"Best friend, older friend, tarot reader"
*-*-*-*-*,*-*-*-00246,T26-00246,고백 성공의 열쇠는?,"타이밍, 진심, 분위기, 외모",Key to a successful confession of love?,"Timing, sincerity, atmosphere, looks"
*-*-*-*-*,*-*-*-00247,T26-00247,오해를 풀 때 가장 효과적인 방법은?,"솔직한 대화, 편지, 술자리",What's the best way to resolve misunderstandings?,"Honest talk, letter, drinks"
*-*-*-*-*,*-*-*-00248,T26-00248,스트레스받으면 제일 먼저 하는 일은?,"한숨 쉬기, 단거 먹기, 욕하기",What's the first thing you do when you get stressed?,"Sigh, eat sweets, swear"
*-*-*-*-*,*-*-*-00249,T26-00249,"연애를 시작하고 싶을 때, 어떻게 하는 편이야?","어플 켜기, 소개팅 조르기, 헌팅",How do you usually go about starting a relationship?,"Open dating app, beg for a blind date, go hunting"
*-*-*-*-*,*-*-*-00250,T26-00250,연애 고민은 주로 누구와 나누는 편이야?,"가족, 친구, 커뮤니티",Who do you usually share your relationship worries with?,"Family, friends, online community"
*-*-*-*-*,*-*-*-00251,T26-00251,앞으로 하고 싶은 연애는 어떤 모습이야?,"결혼 전제, 편안함, 불타는 사랑",What kind of relationship do you want in the future?,"Marriage-focused, comfort, passionate love"
*-*-*-*-*,*-*-*-00252,T26-00252,나만의 연애 고민 해결법은?,"친구 수다, 사주/타로, 혼자 생각",What's your go-to solution for relationship problems?,"Chat with friends, fortune telling, think alone"
*-*-*-*-*,*-*-*-00253,T26-00253,요즘 나를 괴롭히는 감정은?,"불안, 우울, 짜증, 허무",What emotion is bugging you lately?,"Anxiety, depression, annoyance, emptiness"
*-*-*-*-*,*-*-*-00254,T26-00254,썸 깰 때 제일 정떨어지는 행동은?,"맞춤법 파괴, 허세, 욕설, 쩝쩝",What's the biggest deal-breaker when you're getting to know someone?,"Bad spelling, bragging, swearing, loud chewing"
*-*-*-*-*,*-*-*-00255,T26-00255,고민 상담 0순위는 누구?,"엄마, 단짝, 애인, 없음",Who's your #1 for advice?,"Mom, bestie, partner, no one"
*-*-*-*-*,*-*-*-00256,T26-00256,나에게 이상적인 관계란?,"친구 같은 연인, 서로 윈윈",What does your ideal relationship look like?,"Like a best friend, Win-win situation"
*-*-*-*-*,*-*-*-00257,T26-00257,지금 나의 기분 상태는?,"그럭저럭, 최악, 최고, 쏘쏘",How are you feeling right now?,"Okay, Terrible, Amazing, So-so"
*-*-*-*-*,*-*-*-00258,T26-00258,지금 상담받고 싶은 주제는?,"진로, 연애, 인간관계, 돈",What's a topic you'd want to talk about in therapy right now?,"Career, Dating, Relationships, Money"
*-*-*-*-*,*-*-*-00259,T26-00259,최근 셀프 선물로 뭘 샀는?,"옷, 맛있는 거, 굿즈, 화장품",What did you buy as a treat for yourself recently?,"Clothes, Tasty food, Merch, Makeup"
*-*-*-*-*,*-*-*-00260,T26-00260,나만의 인생 조언은?,"존버는 승리한다, 피할 수 없으면 즐겨라",What's one piece of life advice you swear by?,"Hang in there, it pays off, If you can't avoid it, enjoy it"
*-*-*-*-*,*-*-*-00261,T26-00261,지금 배우고 싶은 분야는?,"재테크, 운동, 외국어, 요리",What's a field you want to learn about right now?,"Finance, Exercise, Foreign language, Cooking"
*-*-*-*-*,*-*-*-00262,T26-00262,패션에서 제일 중요한 것은?,"핏, 브랜드, 색감, 자신감",What's the most important thing in fashion?,"Fit, Brand, Color, Confidence"
*-*-*-*-*,*-*-*-00263,T26-00263,다른 직업을 갖는다면 뭐 하고 싶어?,"유튜버, 건물주, 연예인, 카페사장","If you could have another job, what would it be?","Youtuber, Landlord, Celebrity, Cafe owner"
*-*-*-*-*,*-*-*-00264,T26-00264,좋아하면 내 행동이 변하는 편?,"뚝딱거림, 말 많아짐, 꾸밈",Do you act differently when you like someone?,"Awkwardness, Talkative, Dress up"
*-*-*-*-*,*-*-*-00265,T26-00265,MBTI 궁합 믿는 편?,"완전 믿음, 재미로 봄, 안 믿음",Do you believe in MBTI compatibility?,"Totally, Just for fun, Not at all"
*-*-*-*-*,*-*-*-00266,T26-00266,고백할 때 필살기는?,"확신, 무드, 멘트, 선물",What's your secret weapon when confessing your feelings?,"Conviction, Ambiance, Words, Gift"
*-*-*-*-*,*-*-*-00267,T26-00267,요즘 제일 설레는 일은?,"택배, 주말, 월급, 썸",What's the most exciting thing happening lately?,"Packages, Weekend, Paycheck, Flirting"
*-*-*-*-*,*-*-*-00268,T26-00268,요즘 푹 빠져있는 것은?,"유튜브, 아이돌, 운동, 게임",What are you obsessed with these days?,"Youtube, Idols, Working out, Games"
*-*-*-*-*,*-*-*-00269,T26-00269,결혼 생활에 가장 필수적인 조건은?,"경제력, 성격, 속궁합, 자녀",What's the most essential condition for a happy marriage?,"Financial stability, Personality, Chemistry, Children"
*-*-*-*-*,*-*-*-00270,T26-00270,기념일에 해주고 싶은 것은?,"호캉스, 명품 선물, 손편지, 요리",What would you want to do for an anniversary?,"Staycation, Luxury gift, Handwritten letter, Cooking"
*-*-*-*-*,*-*-*-00271,T26-00271,연인과 싸우면 어떻게 푸는 편?,"먼저 사과, 잠수, 논리적 반박",How do you usually resolve fights with your SO?,"Apologize first, disappear, logical rebuttal"
*-*-*-*-*,*-*-*-00272,T26-00272,제일 기대되는 나의 미래는?,"부자, 전문가, 행복한 가정, 자유인",What are you most looking forward to in your future?,"Being rich, being an expert, happy family, being free"
*-*-*-*-*,*-*-*-00273,T26-00273,연애에서 가장 중요하게 생각하는 가치는?,"즐거움, 안정감, 성장, 배려",What's the most important value to you in a relationship?,"Fun, stability, growth, consideration"
*-*-*-*-*,*-*-*-00274,T26-00274,나를 가장 힘들게 하는 감정은?,"열등감, 후회, 질투, 분노",What emotion gets you down the most?,"Inferiority, regret, jealousy, anger"
*-*-*-*-*,*-*-*-00275,T26-00275,다음 휴가에 추천하고 싶은 여행지는?,"제주도, 동남아, 유럽, 집",Where would you recommend I go on my next vacation?,"Jeju Island, Southeast Asia, Europe, home"
*-*-*-*-*,*-*-*-00276,T26-00276,연애에서 원하는 느낌은?,"포근함, 짜릿함, 든든함",What kind of vibe do you want in a relationship?,"Comfort, excitement, reliability"
